% # columns="iter, evals, sigma, 0, fitness, xbest" seed=907976, Mon Apr 25 11:35:39 2022, <python>{}</python>
1 5 0.07141111928065438 0 0.0018481058277196732 0.018582501168297252 0.03876591902754151
2 10 0.04812016920400268 0 0.0015532075478959535 0.01044905432431429 0.03800032646732765
3 15 0.0514617220819702 0 0.0014764720811996847 -0.030408372752877097 0.023490486323653807
4 20 0.03962346337237417 0 7.109025381694354e-05 -0.0060189101152615075 -0.005904487686611452
5 25 0.0362524191103547 0 0.0009016917332687928 -0.008980723966632482 0.028653766424397785
6 30 0.03099452843754574 0 8.035843633009948e-05 0.006829984406568057 -0.005806009760251585
7 35 0.021103402033339966 0 6.163577472604937e-05 -0.007054736831003576 0.003444773283008768
8 40 0.01299202596840359 0 0.00010491147008761095 -0.005345004605690447 0.008737413567684597
9 45 0.00975952813481156 0 0.0001120090324311763 -0.0006450162257314153 0.010563758161739576
10 50 0.012141943343862167 0 8.308405882807872e-06 0.001954408839759643 0.002118653338769049
11 55 0.009588951308865954 0 1.7784760689799038e-05 -0.001178114251278502 0.004049297161327325
12 60 0.009060995468345583 0 8.662662529734887e-07 0.000611357496949531 0.0007017893301391044
13 65 0.0075204325953165995 0 4.958330509647693e-06 -0.002068862820117801 -0.0008234908264102968
14 70 0.006192492632485048 0 2.5315431525044353e-06 0.0011294930430862894 -0.001120619747338101
15 75 0.004287132972047335 0 8.799536589384178e-07 -0.00036280619753922935 0.0008650579876317792
16 80 0.003666238538923121 0 2.334964648721883e-06 0.0001874802406042303 0.001516514361324964
17 85 0.0030171561654067365 0 5.595254869950027e-07 -0.0004161430550786733 0.000621570949051507
18 90 0.002073998927594128 0 3.2886547924721717e-07 -0.00017063373816914121 0.0005474939329761035
19 95 0.002126613205452466 0 2.3967073431922707e-07 -0.0004663193050870579 0.00014905381585974398
20 100 0.002156628992027323 0 3.219086990176405e-07 0.0005670924219796468 1.774496973507483e-05
20 100 0.002156628992027323 0 3.219086990176405e-07 0.0005670924219796468 1.774496973507483e-05
