% # columns="iteration, evaluation, sigma, max axis length,  min axis length, all principle axes lengths  (sorted square roots of eigenvalues of C)", seed=1036692, Mon Apr 25 15:07:46 2022
1 5 0.06613777635053053 1.0000250003125026 1.0 1.0 1.0000250003125026
2 10 0.04344710165756515 0.9230443183199797 0.8866554288961248 0.8866554288961248 0.9230443183199797
3 15 0.03210468542166257 0.889737906524132 0.7516857609064787 0.7516857609064787 0.889737906524132
4 20 0.02829151761707997 0.8162775363555446 0.7265564806438215 0.7265564806438215 0.8162775363555446
5 25 0.02083622908710763 0.7563687065933092 0.693646612418751 0.693646612418751 0.7563687065933092
6 30 0.015200180456559628 0.7361469497366859 0.5900826351849972 0.5900826351849972 0.7361469497366859
7 35 0.011983019515576867 0.6859058823112848 0.5332958869031701 0.5332958869031701 0.6859058823112848
8 40 0.008870468459452144 0.6368875398386997 0.49028800437462355 0.49028800437462355 0.6368875398386997
9 45 0.007874658812875109 0.573661423998983 0.4486224639129083 0.4486224639129083 0.573661423998983
10 50 0.005197059849370507 0.5665865857573367 0.4100269244603191 0.4100269244603191 0.5665865857573367
11 55 0.007329447254559397 0.4908763475223657 0.39205710305256325 0.39205710305256325 0.4908763475223657
12 60 0.007473803807542333 0.5941905507220038 0.38869380452081365 0.38869380452081365 0.5941905507220038
13 65 0.005539107049585608 0.5578981765435334 0.36777750590611225 0.36777750590611225 0.5578981765435334
14 70 0.0046129332150856095 0.5079922187717186 0.34851360263979786 0.34851360263979786 0.5079922187717186
15 75 0.004762257119341699 0.46594028158572065 0.3231053226869252 0.3231053226869252 0.46594028158572065
16 80 0.004452905132399689 0.4317198479530014 0.32606836352728974 0.32606836352728974 0.4317198479530014
17 85 0.004442681620331639 0.43471771946780446 0.2957271590794052 0.2957271590794052 0.43471771946780446
18 90 0.0038261188612785826 0.3921631567656987 0.31230264237982713 0.31230264237982713 0.3921631567656987
19 95 0.0031006711592768983 0.3779695088993288 0.28440675620321715 0.28440675620321715 0.3779695088993288
20 100 0.0023693688265269833 0.3587186616289344 0.2602205255452152 0.2602205255452152 0.3587186616289344
20 100 0.0023693688265269833 0.3587186616289344 0.2602205255452152 0.2602205255452152 0.3587186616289344
